"","01N","01R","04R","06N","06R","08N","08R","02N","02R","05N","05R","11N","11R","07N","07R","09N","09R","12N","12R","13N","13R","10N","14N","15N","15R","16N","16R","21N","21R","34N","34R","43N","43R","23N","23R","26N","26R","27N","27R"
"Phosphoenolpyruvate",725.678310941164,897.003278044817,725.678310941164,589.87960701722,1206.53639893362,834.820868174203,1206.53639893362,1695.31198527865,834.820868174203,1048.10610201149,834.820868174203,1131.9750081377,1206.53639893362,1441.77012893828,1131.9750081377,1311.61262796431,1131.9750081377,773.053265818277,1131.9750081377,897.003278044817,589.87960701722,1695.31198527865,1441.77012893828,834.820868174203,1206.53639893362,1311.61262796431,2088.3465518013,1131.9750081377,897.003278044817,1441.77012893828,1048.10610201149,674.732896776118,773.053265818277,983.955096095811,983.955096095811,470.063165356097,1311.61262796431,1048.10610201149,525.912616630155
"X3.Methylhistidine",78.0223824335207,62.1205191988589,62.1205191988589,41.8670266395058,73.2092350769244,53.0425699484478,53.0425699484478,109.241082277615,109.241082277615,92.025377911753,109.241082277615,62.1205191988589,83.4934159055613,117.084877237828,125.951016722903,109.241082277615,109.241082277615,117.084877237828,117.084877237828,92.025377911753,125.951016722903,56.7167152136174,66.874871669556,53.0425699484478,78.0223824335207,78.0223824335207,56.7167152136174,83.4934159055613,78.0223824335207,62.1205191988589,73.2092350769244,53.0425699484478,62.1205191988589,62.1205191988589,53.0425699484478,98.0695532546108,53.0425699484478,27.1252294615218,45.313041988359
"Dihydroxyacetone.phosphate",221.997684539329,348.88871914883,236.230642824948,348.88871914883,433.603104775728,236.230642824948,373.357194911502,236.230642824948,277.892829838971,187.255863942155,277.892829838971,302.470356902806,236.230642824948,277.892829838971,252.867558174711,348.88871914883,348.88871914883,252.867558174711,150.086420503994,150.086420503994,174.188788398358,725.678310941164,525.912616630155,348.88871914883,725.678310941164,628.284256653045,1048.10610201149,252.867558174711,348.88871914883,674.732896776118,302.470356902806,302.470356902806,403.98671612782,277.892829838971,373.357194911502,117.084877237828,433.603104775728,403.98671612782,162.565885792067
"Glycerol.3.phosphate",71743.7477034219,58886.777630979,58886.777630979,64681.034752918,71743.7477034219,64681.034752918,71743.7477034219,53713.0468395163,64681.034752918,58886.777630979,64681.034752918,64681.034752918,92425.0716323252,64681.034752918,71743.7477034219,58886.777630979,71743.7477034219,71743.7477034219,53713.0468395163,71743.7477034219,64681.034752918,58886.777630979,64681.034752918,71743.7477034219,64681.034752918,64681.034752918,64681.034752918,58886.777630979,64681.034752918,71743.7477034219,71743.7477034219,64681.034752918,71743.7477034219,71743.7477034219,71743.7477034219,71743.7477034219,68212.39122817,64681.034752918,71743.7477034219
"cis.Aconitate",6181.84466573814,1695.31198527865,7079.58776693451,5208.57852055161,7577.09311513265,1048.10610201149,4896.61939574187,525.912616630155,4561.94938107872,6652.3398309936,5847.64156585588,3508.49852740477,4896.61939574187,3508.49852740477,4211.35221247188,433.603104775728,3996.91545837703,1855.64821616385,4211.35221247188,4211.35221247188,2648.7836519679,7577.09311513265,6652.3398309936,5208.57852055161,9430.00164119668,6652.3398309936,6417.09224836587,5847.64156585588,8065.11048746998,6652.3398309936,5847.64156585588,5208.57852055161,8065.11048746998,6181.84466573814,6652.3398309936,6652.3398309936,7577.09311513265,5208.57852055161,4561.94938107872
"Shikimate",23.0045325868943,45.313041988359,17.2062924089171,15.4937090221724,15.4937090221724,27.1252294615218,31.5016953045435,53.0425699484478,17.2062924089171,23.0045325868943,23.0045325868943,23.0045325868943,27.1252294615218,45.313041988359,36.0672728058063,41.8670266395058,31.5016953045435,62.1205191988589,48.4340056427082,23.0045325868943,19.8407528713402,13.4133753750081,17.2062924089171,17.2062924089171,13.4133753750081,13.4133753750081,19.8407528713402,23.0045325868943,15.4937090221724,15.4937090221724,11.4393203393605,17.2062924089171,15.4937090221724,17.2062924089171,11.4393203393605,11.4393203393605,13.4133753750081,17.2062924089171,11.4393203393605
"Citrulline",48.4340056427082,73.2092350769244,23.0045325868943,23.0045325868943,45.313041988359,66.874871669556,78.0223824335207,103.410786619769,62.1205191988589,53.0425699484478,27.1252294615218,92.025377911753,19.8407528713402,73.2092350769244,98.0695532546108,83.4934159055613,56.7167152136174,92.025377911753,78.0223824335207,78.0223824335207,236.230642824948,36.0672728058063,53.0425699484478,23.0045325868943,45.313041988359,66.874871669556,62.1205191988589,36.0672728058063,53.0425699484478,66.874871669556,56.7167152136174,103.410786619769,48.4340056427082,39.7670926278659,41.8670266395058,17.2062924089171,15.4937090221724,66.874871669556,48.4340056427082
"Serotonin",11.4393203393605,2.59595456905872,31.5016953045435,17.2062924089171,2.59595456905872,17.2062924089171,13.4133753750081,23.0045325868943,9.36855293191519,5.53138028797023,17.2062924089171,2.59595456905872,17.2062924089171,5.53138028797023,15.4937090221724,13.4133753750081,19.8407528713402,15.4937090221724,7.35437167502222,9.36855293191519,7.35437167502222,39.7670926278659,23.0045325868943,19.8407528713402,31.5016953045435,31.5016953045435,36.0672728058063,27.1252294615218,27.1252294615218,19.8407528713402,19.8407528713402,7.35437167502222,19.8407528713402,27.1252294615218,27.1252294615218,36.0672728058063,56.7167152136174,15.4937090221724,13.4133753750081
"Gluconolactone",834.820868174203,1131.9750081377,1048.10610201149,1131.9750081377,674.732896776118,1311.61262796431,773.053265818277,1131.9750081377,1131.9750081377,1131.9750081377,1131.9750081377,897.003278044817,834.820868174203,897.003278044817,725.678310941164,1131.9750081377,1048.10610201149,725.678310941164,834.820868174203,555.132077065354,983.955096095811,897.003278044817,897.003278044817,897.003278044817,628.284256653045,525.912616630155,773.053265818277,897.003278044817,589.87960701722,555.132077065354,470.063165356097,502.219211253746,834.820868174203,897.003278044817,725.678310941164,674.732896776118,725.678310941164,674.732896776118,773.053265818277
"Hippuric.acid",41.8670266395058,31.5016953045435,98.0695532546108,48.4340056427082,48.4340056427082,48.4340056427082,39.7670926278659,83.4934159055613,48.4340056427082,45.313041988359,36.0672728058063,78.0223824335207,53.0425699484478,56.7167152136174,78.0223824335207,87.760525569395,53.0425699484478,78.0223824335207,19.8407528713402,27.1252294615218,150.086420503994,62.1205191988589,174.188788398358,36.0672728058063,53.0425699484478,56.7167152136174,66.874871669556,66.874871669556,48.4340056427082,56.7167152136174,109.241082277615,45.313041988359,56.7167152136174,56.7167152136174,39.7670926278659,87.760525569395,66.874871669556,39.7670926278659,62.1205191988589
"Myo.inositol",5507.07366807565,9430.00164119668,3996.91545837703,3508.49852740477,6652.3398309936,4211.35221247188,8065.11048746998,5052.59895814674,7079.58776693451,5507.07366807565,6181.84466573814,5208.57852055161,8065.11048746998,7079.58776693451,9430.00164119668,4896.61939574187,7577.09311513265,3996.91545837703,5507.07366807565,3508.49852740477,3996.91545837703,8712.06926877734,5847.64156585588,8712.06926877734,7079.58776693451,8065.11048746998,9430.00164119668,6181.84466573814,7577.09311513265,10886.0360429411,7079.58776693451,9430.00164119668,7079.58776693451,7577.09311513265,8712.06926877734,6181.84466573814,8712.06926877734,6652.3398309936,6181.84466573814
"Tyrosine",4561.94938107872,6652.3398309936,4561.94938107872,6652.3398309936,5507.07366807565,5208.57852055161,6652.3398309936,5052.59895814674,3508.49852740477,3508.49852740477,3508.49852740477,4896.61939574187,5847.64156585588,4211.35221247188,3508.49852740477,4211.35221247188,3508.49852740477,4561.94938107872,2648.7836519679,5507.07366807565,5507.07366807565,4896.61939574187,5507.07366807565,4211.35221247188,4896.61939574187,5507.07366807565,4561.94938107872,5507.07366807565,5677.35761696577,5208.57852055161,4561.94938107872,5507.07366807565,4211.35221247188,5847.64156585588,3069.40527455808,4561.94938107872,4896.61939574187,5847.64156585588,5507.07366807565
"X3.4.Dihydroxyhydrocinnamic.acid",773.053265818277,674.732896776118,502.219211253746,525.912616630155,1131.9750081377,525.912616630155,1048.10610201149,834.820868174203,348.88871914883,252.867558174711,322.492338994096,322.492338994096,502.219211253746,348.88871914883,470.063165356097,555.132077065354,555.132077065354,373.357194911502,221.997684539329,403.98671612782,433.603104775728,1311.61262796431,589.87960701722,502.219211253746,2088.3465518013,1131.9750081377,1531.45297739993,1441.77012893828,1531.45297739993,773.053265818277,834.820868174203,403.98671612782,983.955096095811,1441.77012893828,674.732896776118,1206.53639893362,2375.54122287164,773.053265818277,674.732896776118
"Kynurenate",19.8407528713402,41.8670266395058,27.1252294615218,125.951016722903,66.874871669556,41.8670266395058,41.8670266395058,36.0672728058063,87.760525569395,66.874871669556,15.4937090221724,98.0695532546108,31.5016953045435,23.0045325868943,23.0045325868943,17.2062924089171,23.0045325868943,73.2092350769244,41.8670266395058,48.4340056427082,39.7670926278659,66.874871669556,31.5016953045435,48.4340056427082,92.025377911753,48.4340056427082,23.0045325868943,7.35437167502222,73.2092350769244,117.084877237828,41.8670266395058,27.1252294615218,78.0223824335207,2.59595456905872,56.7167152136174,45.313041988359,62.1205191988589,56.7167152136174,19.8407528713402
"N.Acetylglutamate",5208.57852055161,5847.64156585588,4211.35221247188,4896.61939574187,4561.94938107872,4896.61939574187,3508.49852740477,6181.84466573814,6652.3398309936,10886.0360429411,5208.57852055161,6181.84466573814,4561.94938107872,7577.09311513265,6417.09224836587,5847.64156585588,10158.0188420689,10886.0360429411,13204.8354094822,10886.0360429411,15504.1726745899,3508.49852740477,3996.91545837703,3508.49852740477,4561.94938107872,3996.91545837703,3069.40527455808,4561.94938107872,3996.91545837703,3069.40527455808,2648.7836519679,3508.49852740477,4561.94938107872,4211.35221247188,4561.94938107872,5507.07366807565,3996.91545837703,4561.94938107872,4211.35221247188
"indolepropionate",15.4937090221724,17.2062924089171,13.4133753750081,13.4133753750081,13.4133753750081,15.4937090221724,9.36855293191519,5.53138028797023,5.53138028797023,3.92719630428404,7.35437167502222,11.4393203393605,5.53138028797023,11.4393203393605,17.2062924089171,9.36855293191519,13.4133753750081,17.2062924089171,11.4393203393605,5.53138028797023,11.4393203393605,17.2062924089171,19.8407528713402,9.36855293191519,11.4393203393605,9.36855293191519,13.4133753750081,11.4393203393605,17.2062924089171,11.4393203393605,7.35437167502222,11.4393203393605,13.4133753750081,9.36855293191519,9.36855293191519,5.53138028797023,9.36855293191519,11.4393203393605,15.4937090221724
"X5.Hydroxyindoleacetic.acid..5.HIAA.",134.644308083989,87.760525569395,117.084877237828,109.241082277615,174.188788398358,83.4934159055613,87.760525569395,117.084877237828,45.313041988359,9.36855293191519,200.69215113618,56.7167152136174,73.2092350769244,48.4340056427082,150.086420503994,78.0223824335207,103.410786619769,83.4934159055613,87.760525569395,109.241082277615,62.1205191988589,150.086420503994,103.410786619769,62.1205191988589,187.255863942155,98.0695532546108,78.0223824335207,187.255863942155,109.241082277615,150.086420503994,174.188788398358,56.7167152136174,98.0695532546108,134.644308083989,98.0695532546108,103.410786619769,134.644308083989,162.565885792067,125.951016722903
"Citrate",7577.09311513265,3996.91545837703,8712.06926877734,4561.94938107872,15504.1726745899,6181.84466573814,5847.64156585588,10886.0360429411,5847.64156585588,5847.64156585588,13204.8354094822,5507.07366807565,5507.07366807565,3996.91545837703,5208.57852055161,5208.57852055161,3069.40527455808,7079.58776693451,9430.00164119668,17637.4280720504,6652.3398309936,4561.94938107872,5208.57852055161,7577.09311513265,6652.3398309936,8712.06926877734,4896.61939574187,5208.57852055161,5677.35761696577,4896.61939574187,10886.0360429411,10886.0360429411,9430.00164119668,3996.91545837703,5847.64156585588,10886.0360429411,4561.94938107872,10886.0360429411,5847.64156585588
"Gluconate",58886.777630979,92425.0716323252,64681.034752918,92425.0716323252,53713.0468395163,92425.0716323252,64681.034752918,71743.7477034219,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,64681.034752918,58886.777630979,58886.777630979,71743.7477034219,92425.0716323252,53713.0468395163,46232.0452139311,53713.0468395163,71743.7477034219,68212.39122817,58886.777630979,64681.034752918,38489.0675109872,46232.0452139311,46232.0452139311,53713.0468395163,38489.0675109872,53713.0468395163,38489.0675109872,53713.0468395163,53713.0468395163,58886.777630979,58886.777630979,38489.0675109872,53713.0468395163,53713.0468395163,58886.777630979
"Acetylcarnitine",277.892829838971,433.603104775728,187.255863942155,236.230642824948,302.470356902806,221.997684539329,555.132077065354,302.470356902806,162.565885792067,109.241082277615,150.086420503994,117.084877237828,187.255863942155,200.69215113618,302.470356902806,221.997684539329,302.470356902806,236.230642824948,162.565885792067,174.188788398358,252.867558174711,674.732896776118,236.230642824948,187.255863942155,403.98671612782,348.88871914883,348.88871914883,322.492338994096,433.603104775728,236.230642824948,187.255863942155,187.255863942155,252.867558174711,373.357194911502,200.69215113618,187.255863942155,348.88871914883,322.492338994096,302.470356902806
"Tryptophan",1441.77012893828,834.820868174203,1531.45297739993,1441.77012893828,1531.45297739993,1206.53639893362,1311.61262796431,897.003278044817,773.053265818277,674.732896776118,897.003278044817,1048.10610201149,897.003278044817,834.820868174203,834.820868174203,983.955096095811,897.003278044817,897.003278044817,897.003278044817,1131.9750081377,1441.77012893828,1131.9750081377,1311.61262796431,725.678310941164,1311.61262796431,983.955096095811,897.003278044817,2088.3465518013,1695.31198527865,897.003278044817,1311.61262796431,897.003278044817,1311.61262796431,1531.45297739993,773.053265818277,1048.10610201149,1048.10610201149,1131.9750081377,1531.45297739993
"Xanthurenate",45.313041988359,9.36855293191519,87.760525569395,36.0672728058063,56.7167152136174,31.5016953045435,3.92719630428404,9.36855293191519,73.2092350769244,41.8670266395058,87.760525569395,15.4937090221724,36.0672728058063,17.2062924089171,66.874871669556,15.4937090221724,36.0672728058063,13.4133753750081,13.4133753750081,162.565885792067,48.4340056427082,7.35437167502222,5.53138028797023,7.35437167502222,7.35437167502222,2.59595456905872,2.59595456905872,3.92719630428404,2.59595456905872,2.59595456905872,3.92719630428404,3.92719630428404,11.4393203393605,98.0695532546108,31.5016953045435,302.470356902806,45.313041988359,5.53138028797023,150.086420503994
"indolelactate",103.410786619769,78.0223824335207,66.874871669556,56.7167152136174,125.951016722903,125.951016722903,134.644308083989,66.874871669556,31.5016953045435,78.0223824335207,41.8670266395058,66.874871669556,45.313041988359,92.025377911753,83.4934159055613,66.874871669556,98.0695532546108,48.4340056427082,62.1205191988589,31.5016953045435,78.0223824335207,174.188788398358,62.1205191988589,73.2092350769244,150.086420503994,92.025377911753,134.644308083989,125.951016722903,150.086420503994,103.410786619769,125.951016722903,83.4934159055613,134.644308083989,150.086420503994,92.025377911753,78.0223824335207,150.086420503994,109.241082277615,87.760525569395
"Lipoic.Acid..R.",1531.45297739993,1311.61262796431,2375.54122287164,1531.45297739993,1695.31198527865,1855.64821616385,1695.31198527865,725.678310941164,1206.53639893362,1441.77012893828,1311.61262796431,1311.61262796431,1131.9750081377,983.955096095811,1441.77012893828,1855.64821616385,1531.45297739993,1048.10610201149,1531.45297739993,834.820868174203,773.053265818277,1855.64821616385,2088.3465518013,1441.77012893828,1441.77012893828,1855.64821616385,1695.31198527865,1311.61262796431,1855.64821616385,1695.31198527865,2088.3465518013,1695.31198527865,2375.54122287164,2375.54122287164,1531.45297739993,773.053265818277,1131.9750081377,1855.64821616385,1855.64821616385
"Phenylpropionylglycine",322.492338994096,162.565885792067,322.492338994096,221.997684539329,348.88871914883,103.410786619769,187.255863942155,162.565885792067,98.0695532546108,87.760525569395,125.951016722903,174.188788398358,302.470356902806,187.255863942155,277.892829838971,174.188788398358,162.565885792067,277.892829838971,252.867558174711,252.867558174711,302.470356902806,252.867558174711,187.255863942155,236.230642824948,236.230642824948,187.255863942155,174.188788398358,221.997684539329,277.892829838971,200.69215113618,252.867558174711,236.230642824948,348.88871914883,322.492338994096,174.188788398358,252.867558174711,162.565885792067,236.230642824948,277.892829838971
"Dihydrolipoate..R.",555.132077065354,134.644308083989,589.87960701722,403.98671612782,773.053265818277,200.69215113618,221.997684539329,98.0695532546108,373.357194911502,277.892829838971,348.88871914883,589.87960701722,277.892829838971,162.565885792067,117.084877237828,125.951016722903,73.2092350769244,174.188788398358,277.892829838971,277.892829838971,277.892829838971,73.2092350769244,117.084877237828,252.867558174711,162.565885792067,200.69215113618,200.69215113618,162.565885792067,174.188788398358,322.492338994096,221.997684539329,322.492338994096,589.87960701722,174.188788398358,277.892829838971,221.997684539329,200.69215113618,348.88871914883,373.357194911502
"Indoxyl.sulfate",502.219211253746,502.219211253746,470.063165356097,555.132077065354,221.997684539329,470.063165356097,236.230642824948,252.867558174711,252.867558174711,322.492338994096,302.470356902806,555.132077065354,252.867558174711,174.188788398358,221.997684539329,373.357194911502,236.230642824948,403.98671612782,373.357194911502,200.69215113618,525.912616630155,236.230642824948,433.603104775728,162.565885792067,200.69215113618,302.470356902806,221.997684539329,348.88871914883,252.867558174711,433.603104775728,589.87960701722,348.88871914883,221.997684539329,725.678310941164,589.87960701722,277.892829838971,322.492338994096,252.867558174711,252.867558174711
"X3.Hydroxykynurenine",53.0425699484478,23.0045325868943,78.0223824335207,53.0425699484478,62.1205191988589,39.7670926278659,62.1205191988589,62.1205191988589,39.7670926278659,36.0672728058063,56.7167152136174,36.0672728058063,66.874871669556,53.0425699484478,45.313041988359,36.0672728058063,78.0223824335207,41.8670266395058,31.5016953045435,45.313041988359,45.313041988359,78.0223824335207,45.313041988359,27.1252294615218,48.4340056427082,45.313041988359,48.4340056427082,56.7167152136174,56.7167152136174,31.5016953045435,53.0425699484478,23.0045325868943,53.0425699484478,53.0425699484478,36.0672728058063,39.7670926278659,36.0672728058063,53.0425699484478,39.7670926278659
"Inosine.triphosphate",4211.35221247188,2648.7836519679,6181.84466573814,6181.84466573814,7079.58776693451,7079.58776693451,2088.3465518013,5847.64156585588,6181.84466573814,4896.61939574187,5507.07366807565,13204.8354094822,5208.57852055161,5208.57852055161,2375.54122287164,6181.84466573814,5847.64156585588,4211.35221247188,1855.64821616385,2375.54122287164,2375.54122287164,470.063165356097,348.88871914883,1855.64821616385,589.87960701722,1048.10610201149,725.678310941164,725.678310941164,1206.53639893362,2648.7836519679,1695.31198527865,2088.3465518013,1441.77012893828,502.219211253746,2375.54122287164,1441.77012893828,773.053265818277,1695.31198527865,3996.91545837703
"KMVA",8065.11048746998,3069.40527455808,7577.09311513265,8065.11048746998,5847.64156585588,9430.00164119668,5507.07366807565,6652.3398309936,9430.00164119668,5208.57852055161,7577.09311513265,15504.1726745899,6652.3398309936,6014.74311579701,5507.07366807565,6652.3398309936,8712.06926877734,4896.61939574187,3069.40527455808,5208.57852055161,6181.84466573814,834.820868174203,1131.9750081377,5507.07366807565,773.053265818277,2088.3465518013,1206.53639893362,2375.54122287164,2088.3465518013,6181.84466573814,5052.59895814674,5847.64156585588,4896.61939574187,2088.3465518013,8065.11048746998,4896.61939574187,1695.31198527865,6181.84466573814,8388.58987812366
"Xylulose.5.phosphate",2648.7836519679,5507.07366807565,1311.61262796431,1855.64821616385,1441.77012893828,1695.31198527865,8712.06926877734,1206.53639893362,1531.45297739993,897.003278044817,1206.53639893362,2088.3465518013,1048.10610201149,1131.9750081377,1531.45297739993,1441.77012893828,1441.77012893828,674.732896776118,470.063165356097,725.678310941164,674.732896776118,13204.8354094822,10886.0360429411,6181.84466573814,7821.10180130131,7577.09311513265,13204.8354094822,9430.00164119668,7079.58776693451,4561.94938107872,7577.09311513265,4896.61939574187,10886.0360429411,10886.0360429411,4896.61939574187,7328.34044103358,10886.0360429411,5507.07366807565,2375.54122287164
"NADPH",13204.8354094822,27422.0312212801,9430.00164119668,9430.00164119668,3508.49852740477,21886.6339520533,27422.0312212801,30851.5191232361,30851.5191232361,38489.0675109872,21886.6339520533,9430.00164119668,15504.1726745899,27422.0312212801,24475.7746121492,46232.0452139311,27422.0312212801,19692.1904694505,21886.6339520533,27422.0312212801,27422.0312212801,30851.5191232361,24475.7746121492,15504.1726745899,15504.1726745899,15504.1726745899,25948.9029167146,19692.1904694505,13204.8354094822,13204.8354094822,15504.1726745899,13204.8354094822,17637.4280720504,21886.6339520533,15504.1726745899,19692.1904694505,17637.4280720504,17637.4280720504,15504.1726745899
"Riboflavin",348.88871914883,322.492338994096,403.98671612782,502.219211253746,322.492338994096,433.603104775728,348.88871914883,277.892829838971,433.603104775728,373.357194911502,433.603104775728,502.219211253746,403.98671612782,470.063165356097,322.492338994096,502.219211253746,403.98671612782,322.492338994096,502.219211253746,373.357194911502,373.357194911502,373.357194911502,403.98671612782,302.470356902806,348.88871914883,277.892829838971,433.603104775728,373.357194911502,403.98671612782,348.88871914883,348.88871914883,373.357194911502,525.912616630155,348.88871914883,348.88871914883,502.219211253746,373.357194911502,373.357194911502,403.98671612782
"p.cresol.glucuronide.",1695.31198527865,2375.54122287164,1206.53639893362,1311.61262796431,2375.54122287164,2375.54122287164,1441.77012893828,2648.7836519679,3069.40527455808,2088.3465518013,1855.64821616385,1855.64821616385,2375.54122287164,3069.40527455808,3069.40527455808,2375.54122287164,4896.61939574187,1695.31198527865,2088.3465518013,1855.64821616385,1531.45297739993,5208.57852055161,3508.49852740477,2088.3465518013,5208.57852055161,4561.94938107872,5208.57852055161,3069.40527455808,3508.49852740477,4211.35221247188,3508.49852740477,2375.54122287164,2648.7836519679,3508.49852740477,3508.49852740477,2648.7836519679,4211.35221247188,3508.49852740477,2088.3465518013
"O.succinyl.ADP.ribose",897.003278044817,470.063165356097,1695.31198527865,834.820868174203,373.357194911502,1131.9750081377,1131.9750081377,1048.10610201149,1695.31198527865,1695.31198527865,2088.3465518013,834.820868174203,674.732896776118,4561.94938107872,3996.91545837703,1695.31198527865,2088.3465518013,2088.3465518013,3996.91545837703,2648.7836519679,2088.3465518013,2088.3465518013,1855.64821616385,1131.9750081377,1855.64821616385,1695.31198527865,2648.7836519679,2648.7836519679,502.219211253746,1855.64821616385,1855.64821616385,2648.7836519679,3069.40527455808,2648.7836519679,2648.7836519679,3069.40527455808,2648.7836519679,2648.7836519679,3069.40527455808
"NAD.",1131.9750081377,628.284256653045,897.003278044817,983.955096095811,897.003278044817,897.003278044817,628.284256653045,1855.64821616385,983.955096095811,1206.53639893362,983.955096095811,1441.77012893828,1311.61262796431,1206.53639893362,773.053265818277,1531.45297739993,1206.53639893362,1441.77012893828,983.955096095811,1311.61262796431,1131.9750081377,555.132077065354,773.053265818277,589.87960701722,897.003278044817,589.87960701722,674.732896776118,589.87960701722,725.678310941164,834.820868174203,983.955096095811,470.063165356097,1048.10610201149,773.053265818277,834.820868174203,834.820868174203,897.003278044817,628.284256653045,725.678310941164
"NADP.",470.063165356097,187.255863942155,628.284256653045,373.357194911502,200.69215113618,403.98671612782,200.69215113618,200.69215113618,150.086420503994,150.086420503994,117.084877237828,403.98671612782,200.69215113618,150.086420503994,56.7167152136174,150.086420503994,117.084877237828,56.7167152136174,53.0425699484478,53.0425699484478,36.0672728058063,162.565885792067,470.063165356097,322.492338994096,117.084877237828,150.086420503994,150.086420503994,433.603104775728,200.69215113618,302.470356902806,322.492338994096,433.603104775728,162.565885792067,403.98671612782,252.867558174711,236.230642824948,221.997684539329,174.188788398358,433.603104775728
"Phenol.sulphate",9430.00164119668,4896.61939574187,5208.57852055161,5847.64156585588,8065.11048746998,5507.07366807565,7079.58776693451,4211.35221247188,8712.06926877734,8065.11048746998,4896.61939574187,5847.64156585588,9430.00164119668,9430.00164119668,8712.06926877734,9430.00164119668,10158.0188420689,6652.3398309936,7577.09311513265,6181.84466573814,5847.64156585588,5507.07366807565,6181.84466573814,9430.00164119668,10886.0360429411,13204.8354094822,7079.58776693451,10886.0360429411,10886.0360429411,9430.00164119668,9430.00164119668,8065.11048746998,6181.84466573814,8065.11048746998,9430.00164119668,8712.06926877734,9430.00164119668,7079.58776693451,10886.0360429411
"O.myristoyl.ADP.ribose",92425.0716323252,46232.0452139311,92425.0716323252,71743.7477034219,92425.0716323252,46232.0452139311,53713.0468395163,13204.8354094822,53713.0468395163,53713.0468395163,71743.7477034219,53713.0468395163,38489.0675109872,46232.0452139311,92425.0716323252,24475.7746121492,58886.777630979,30851.5191232361,58886.777630979,58886.777630979,46232.0452139311,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252,92425.0716323252
"Ribose.5.phosphate",56.7167152136174,125.951016722903,48.4340056427082,45.313041988359,134.644308083989,98.0695532546108,433.603104775728,134.644308083989,83.4934159055613,103.410786619769,83.4934159055613,73.2092350769244,117.084877237828,373.357194911502,1695.31198527865,162.565885792067,470.063165356097,348.88871914883,403.98671612782,348.88871914883,200.69215113618,6865.96379896405,2648.7836519679,470.063165356097,2375.54122287164,4211.35221247188,8065.11048746998,773.053265818277,2375.54122287164,628.284256653045,1131.9750081377,252.867558174711,150.086420503994,628.284256653045,628.284256653045,134.644308083989,628.284256653045,1531.45297739993,109.241082277615
"Propionyl.CoA",132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529
"phenylpyruvate",132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529,132738.596270529
"Ribulose.5.phosphate",27422.0312212801,17637.4280720504,30851.5191232361,24475.7746121492,21886.6339520533,27422.0312212801,17637.4280720504,24475.7746121492,21886.6339520533,27422.0312212801,30851.5191232361,27422.0312212801,24475.7746121492,19692.1904694505,19692.1904694505,19692.1904694505,17637.4280720504,17637.4280720504,19692.1904694505,21886.6339520533,19692.1904694505,24475.7746121492,27422.0312212801,24475.7746121492,24475.7746121492,18664.8092707505,17637.4280720504,27422.0312212801,24475.7746121492,24475.7746121492,27422.0312212801,24475.7746121492,27422.0312212801,27422.0312212801,24475.7746121492,27422.0312212801,24475.7746121492,27422.0312212801,27422.0312212801
"p.Hydroxyphenylacetic.acid",8712.06926877734,10886.0360429411,1855.64821616385,13204.8354094822,4896.61939574187,19692.1904694505,13204.8354094822,21886.6339520533,15504.1726745899,9430.00164119668,10886.0360429411,8065.11048746998,2648.7836519679,10886.0360429411,10886.0360429411,13204.8354094822,19692.1904694505,3069.40527455808,24475.7746121492,9430.00164119668,4211.35221247188,3069.40527455808,2375.54122287164,2375.54122287164,2648.7836519679,2648.7836519679,8712.06926877734,1048.10610201149,2648.7836519679,1048.10610201149,5052.59895814674,983.955096095811,1131.9750081377,7079.58776693451,897.003278044817,1531.45297739993,555.132077065354,2375.54122287164,1048.10610201149
